Respondent,ConvertedComp,EdLevel,JobSat,DevOps,DevOpsImpt,EdImpt,Learn,OnboardGood,Overtime,OpSys,OrgSize,PlatformWorkedWith,UndergradMajor,WorkWeekHrs,YearsCode
16486,155111.0,Bachelor’s degree,5,No,Neutral,Fairly important,Once every few years,Onboarding? What onboarding?,Often: 1-2 days per week or more,Linux-based,10 to 19 employees,"{'Slack Apps and Integrations', 'Linux', 'MacOS', 'Raspberry Pi', 'AWS', 'Docker'}",Engineering other,45.0,40.0
16495,7679.0,Bachelor’s degree,3,No,Not at all important,Fairly important,,No,Occasionally: 1-2 days per quarter but less than monthly,Windows,"1,000 to 4,999 employees","{'Microsoft Azure', 'Linux', 'Google Cloud Platform', 'Raspberry Pi'}",Engineering other,50.0,5.0
16497,45401.0,College study/no degree,2,Yes,Somewhat important,Not important,Once every few years,Yes,Occasionally: 1-2 days per quarter but less than monthly,Windows,500 to 999 employees,{'Windows'},Computer science,40.0,33.0
16502,,College study/no degree,4,Not sure,Somewhat important,Somewhat important,Once a year,Yes,Sometimes: 1-2 days per month but less than weekly,MacOS,20 to 99 employees,"{'Linux', 'MacOS', 'Microsoft Azure', 'Android', 'AWS', 'Docker', 'Windows'}",Computer science,40.0,8.0
16503,5400.0,Bachelor’s degree,4,No,Extremely important,Fairly important,Every few months,No,Occasionally: 1-2 days per quarter but less than monthly,Linux-based,"Just me - I am a freelancer, sole proprietor, etc.","{'Docker', 'WordPress', 'Linux', 'Heroku'}",Computer science,8.0,4.0
16506,140000.0,Master’s degree,5,Yes,Extremely important,Fairly important,Once a year,No,Rarely: 1-2 days per year or less,MacOS,100 to 499 employees,"{'Docker', 'MacOS', 'Linux'}",Social science,35.0,7.0
16509,8244.0,Bachelor’s degree,5,Yes,Extremely important,Very important,Every few months,Yes,Rarely: 1-2 days per year or less,Windows,100 to 499 employees,"{'MacOS', 'Windows', 'Linux'}",Computer science,40.0,7.0
16516,140000.0,Bachelor’s degree,1,Yes,Somewhat important,Not important,,Onboarding? What onboarding?,Sometimes: 1-2 days per month but less than weekly,Linux-based,"10,000 or more employees","{'MacOS', 'Linux'}",Humanities,40.0,24.0
16518,,Master’s degree,1,Not sure,Neutral,Very important,Once a year,Yes,Often: 1-2 days per week or more,Linux-based,100 to 499 employees,"{'Docker', 'Windows', 'Linux'}",Math or stats,50.0,38.0
16529,8244.0,Bachelor’s degree,1,Yes,Neutral,Critically important,Every few months,Yes,Often: 1-2 days per week or more,Windows,100 to 499 employees,{'Google Cloud Platform'},Math or stats,10.0,3.0
16533,47916.0,Bachelor’s degree,5,No,Somewhat important,Very important,Once a year,Yes,Sometimes: 1-2 days per month but less than weekly,MacOS,20 to 99 employees,"{'Linux', 'MacOS', 'iOS', 'AWS', 'Docker', 'Windows'}",Computer science,40.0,14.0
16536,30108.0,Bachelor’s degree,4,No,Neutral,Fairly important,Once a year,Yes,Sometimes: 1-2 days per month but less than weekly,Linux-based,100 to 499 employees,"{'Docker', 'Linux'}",Computer science,40.0,7.0
16553,,Master’s degree,4,Yes,Extremely important,Critically important,Every few months,No,Never,Windows,"10,000 or more employees","{'Android', 'Raspberry Pi', 'Arduino', 'AWS', 'Windows'}",Computer science,40.0,10.0
16555,86000.0,Bachelor’s degree,5,No,Somewhat important,Somewhat important,Once a year,Yes,Often: 1-2 days per week or more,Windows,20 to 99 employees,"{'Microsoft Azure', 'Windows', 'Linux', 'Heroku'}",Social science,50.0,17.0
16580,59749.0,,5,Yes,Neutral,Very important,,Onboarding? What onboarding?,Occasionally: 1-2 days per quarter but less than monthly,Windows,"1,000 to 4,999 employees","{'WordPress', 'Microsoft Azure', 'Windows', 'Raspberry Pi'}",Information system,35.0,8.0
16634,1440000.0,Bachelor’s degree,5,No,Neutral,Very important,Once a year,Yes,Occasionally: 1-2 days per quarter but less than monthly,Windows,100 to 499 employees,"{'Microsoft Azure', 'AWS'}",Computer science,40.0,10.0
16651,90000.0,Bachelor’s degree,4,Yes,Extremely important,Critically important,Once every few years,Onboarding? What onboarding?,Never,Linux-based,100 to 499 employees,"{'Windows', 'Linux'}",Natural science,40.0,7.0
16652,96000.0,College study/no degree,2,No,Extremely important,Not important,Once a year,Onboarding? What onboarding?,Occasionally: 1-2 days per quarter but less than monthly,Windows,100 to 499 employees,"{'Docker', 'Windows', 'Arduino'}",,37.0,31.0
16657,48036.0,Bachelor’s degree,4,Yes,Extremely important,Somewhat important,Once a year,Yes,Sometimes: 1-2 days per month but less than weekly,Windows,10 to 19 employees,"{'IBM Cloud or Watson', 'Slack Apps and Integrations', 'Linux', 'WordPress', 'AWS', 'Docker'}",Computer science,35.0,19.0
16660,19392.0,Bachelor’s degree,4,No,Somewhat important,Fairly important,Once a year,Onboarding? What onboarding?,Sometimes: 1-2 days per month but less than weekly,Windows,,"{'Slack Apps and Integrations', 'Linux', 'Microsoft Azure', 'AWS', 'Docker', 'Windows', 'Google Cloud Platform'}",Computer science,8.0,5.0
16669,,Master’s degree,3,No,Neutral,Fairly important,Once a year,No,Often: 1-2 days per week or more,Windows,100 to 499 employees,"{'Windows', 'Linux'}",Computer science,35.0,16.0
16671,10992.0,Bachelor’s degree,5,Not sure,Somewhat important,Very important,Once every few years,No,Often: 1-2 days per week or more,Windows,"5,000 to 9,999 employees",{'Windows'},Engineering other,40.0,8.0
16673,34591.0,Master’s degree,5,Yes,Extremely important,Critically important,Every few months,Yes,Sometimes: 1-2 days per month but less than weekly,Linux-based,"10,000 or more employees",{'Linux'},Math or stats,35.0,5.0
16680,,Bachelor’s degree,4,Yes,Extremely important,Critically important,Once a year,Yes,Sometimes: 1-2 days per month but less than weekly,Windows,"10,000 or more employees","{'Windows', 'Linux', 'Google Cloud Platform', 'AWS'}",Computer science,40.0,22.0
16681,120000.0,Master’s degree,2,Yes,Extremely important,Fairly important,Once every few years,No,Never,MacOS,100 to 499 employees,"{'Linux', 'Google Cloud Platform', 'AWS'}",,40.0,8.0
16684,13212.0,Master’s degree,5,No,Extremely important,Fairly important,Every few months,Onboarding? What onboarding?,Sometimes: 1-2 days per month but less than weekly,MacOS,2 to 9 employees,"{'Linux', 'WordPress', 'MacOS', 'Raspberry Pi', 'Windows'}",Computer science,40.0,8.0
16714,,Bachelor’s degree,4,No,Extremely important,Fairly important,Every few months,Onboarding? What onboarding?,Often: 1-2 days per week or more,Windows,2 to 9 employees,"{'Linux', 'WordPress', 'Microsoft Azure', 'Android', 'Arduino', 'Windows', 'Google Cloud Platform'}",Engineering other,,15.0
16720,32988.0,Bachelor’s degree,4,No,Extremely important,Critically important,Every few months,No,Sometimes: 1-2 days per month but less than weekly,Windows,"5,000 to 9,999 employees","{'Docker', 'Microsoft Azure', 'Heroku'}",Business,40.0,4.0
16724,64859.0,Master’s degree,3,No,Somewhat important,Fairly important,Once every few years,Onboarding? What onboarding?,Sometimes: 1-2 days per month but less than weekly,Windows,100 to 499 employees,"{'Docker', 'Windows', 'Linux', 'Raspberry Pi'}",Computer science,30.0,10.0
16726,290394.0,Master’s degree,3,Yes,Somewhat important,Not important,Every few months,No,Occasionally: 1-2 days per quarter but less than monthly,Linux-based,"10,000 or more employees","{'Docker', 'Linux', 'Kubernetes'}",Computer science,43.0,17.0
16729,44136.0,,4,Yes,Extremely important,Fairly important,Once every few years,No,Rarely: 1-2 days per year or less,MacOS,"1,000 to 4,999 employees","{'Docker', 'iOS', 'AWS'}",Computer science,40.0,7.0
16741,38124.0,Bachelor’s degree,5,No,Neutral,Somewhat important,Once every few years,Yes,Sometimes: 1-2 days per month but less than weekly,Linux-based,2 to 9 employees,"{'Docker', 'Linux'}",Computer science,40.0,20.0
16749,,Bachelor’s degree,3,No,Extremely important,Not important,Once a year,,Sometimes: 1-2 days per month but less than weekly,Windows,500 to 999 employees,"{'Microsoft Azure', 'Windows'}",Computer science,10.0,6.0
16754,21996.0,Bachelor’s degree,4,Not sure,Somewhat important,Very important,Once a year,No,Sometimes: 1-2 days per month but less than weekly,Windows,"10,000 or more employees",{'Microsoft Azure'},Information system,40.0,5.0
16757,16754.0,Bachelor’s degree,4,Yes,Extremely important,Critically important,Every few months,Yes,Often: 1-2 days per week or more,MacOS,20 to 99 employees,"{'Linux', 'WordPress', 'MacOS', 'Android', 'iOS', 'Heroku', 'Windows'}",Computer science,,25.0
16759,325000.0,Other doctoral degree,4,Yes,Extremely important,Very important,Once every few years,Yes,Occasionally: 1-2 days per quarter but less than monthly,MacOS,"10,000 or more employees",{'Google Cloud Platform'},Computer science,45.0,15.0
16764,16560.0,Professional degree,4,Yes,Somewhat important,Very important,Every few months,Yes,Occasionally: 1-2 days per quarter but less than monthly,Windows,"1,000 to 4,999 employees","{'IBM Cloud or Watson', 'Windows'}",Engineering other,50.0,9.0
16765,77832.0,Other doctoral degree,4,No,Somewhat important,Critically important,Once a year,No,Sometimes: 1-2 days per month but less than weekly,Windows,10 to 19 employees,"{'MacOS', 'Windows'}",Engineering other,48.0,40.0
16766,12972.0,College study/no degree,4,Yes,Not very important,Fairly important,Once a year,No,Sometimes: 1-2 days per month but less than weekly,Windows,20 to 99 employees,"{'Microsoft Azure', 'Windows'}",Computer science,20.0,10.0
16774,25584.0,Bachelor’s degree,3,No,Somewhat important,Very important,Once every few years,Yes,Sometimes: 1-2 days per month but less than weekly,MacOS,100 to 499 employees,"{'Docker', 'MacOS', 'Slack Apps and Integrations', 'Linux'}",Computer science,50.0,20.0
16782,220000.0,Bachelor’s degree,3,No,Somewhat important,Somewhat important,Once a year,No,Never,MacOS,100 to 499 employees,"{'Linux', 'MacOS', 'Microsoft Azure', 'Kubernetes', 'AWS', 'Docker'}",Engineering other,40.0,25.0
16800,19464.0,Master’s degree,5,No,Extremely important,Very important,Once every few years,Onboarding? What onboarding?,Sometimes: 1-2 days per month but less than weekly,Windows,"Just me - I am a freelancer, sole proprietor, etc.","{'Android', 'Arduino'}",Engineering other,45.0,40.0
16802,105000.0,Bachelor’s degree,5,No,Extremely important,Critically important,Once a year,No,Rarely: 1-2 days per year or less,Windows,500 to 999 employees,"{'Microsoft Azure', 'Windows'}",Social science,32.0,5.0
16806,90482.0,Master’s degree,4,No,Somewhat important,Somewhat important,Once a year,Onboarding? What onboarding?,Sometimes: 1-2 days per month but less than weekly,MacOS,2 to 9 employees,"{'Linux', 'MacOS', 'Microsoft Azure', 'AWS', 'Windows', 'Google Cloud Platform'}",Engineering other,35.0,8.0
16809,135100.0,Master’s degree,4,Yes,Extremely important,Fairly important,Every few months,Yes,Often: 1-2 days per week or more,Linux-based,"Just me - I am a freelancer, sole proprietor, etc.","{'Linux', 'Microsoft Azure', 'Android', 'Raspberry Pi', 'Arduino', 'Docker', 'Windows'}",Computer science,45.0,12.0
16826,50000.0,Bachelor’s degree,5,No,Not at all important,Very important,Every few months,Yes,Never,Windows,"1,000 to 4,999 employees",{'Windows'},Computer science,45.0,5.0
16827,,Other doctoral degree,4,Yes,Not very important,Fairly important,Once every few years,Onboarding? What onboarding?,Often: 1-2 days per week or more,Linux-based,20 to 99 employees,{'Linux'},Information system,,15.0
16829,2000000.0,Bachelor’s degree,4,No,Somewhat important,Very important,Once a year,No,Often: 1-2 days per week or more,Windows,100 to 499 employees,"{'Microsoft Azure', 'Windows', 'Linux', 'Google Cloud Platform'}",Math or stats,45.0,10.0
16830,180000.0,Master’s degree,5,Yes,Extremely important,Fairly important,Once a year,Yes,Occasionally: 1-2 days per quarter but less than monthly,MacOS,"1,000 to 4,999 employees","{'Docker', 'MacOS', 'Linux', 'AWS'}",Math or stats,30.0,9.0
16851,70000.0,Bachelor’s degree,5,No,Extremely important,Very important,,Yes,Sometimes: 1-2 days per month but less than weekly,Windows,20 to 99 employees,"{'Microsoft Azure', 'Windows', 'Linux'}",Social science,40.0,6.0
16875,135000.0,Bachelor’s degree,3,Yes,Extremely important,Very important,Every few months,No,Never,Linux-based,500 to 999 employees,"{'Linux', 'MacOS', 'Kubernetes', 'AWS', 'Docker', 'Google Cloud Platform'}",Natural science,35.0,6.0
16878,60752.0,Bachelor’s degree,5,Yes,Extremely important,Somewhat important,Every few months,Yes,Never,MacOS,100 to 499 employees,"{'Linux', 'MacOS', 'Heroku', 'iOS', 'Kubernetes', 'AWS', 'Docker', 'Google Cloud Platform'}",Engineering other,5.0,4.0
16879,36753.0,Master’s degree,5,Not sure,Somewhat important,Very important,Every few months,Yes,Often: 1-2 days per week or more,Linux-based,"1,000 to 4,999 employees","{'Linux', 'MacOS', 'Microsoft Azure', 'Android', 'Heroku', 'AWS', 'Docker', 'Windows', 'Google Cloud Platform'}",Computer science,40.0,7.0
16902,22056.0,Secondary school,4,Yes,Extremely important,Fairly important,Once a year,Yes,Sometimes: 1-2 days per month but less than weekly,Windows,"1,000 to 4,999 employees","{'Linux', 'AWS'}",,38.0,6.0
16925,,College study/no degree,4,No,Not very important,Not important,Once a year,Onboarding? What onboarding?,Never,Windows,10 to 19 employees,"{'Windows', 'Linux'}",Natural science,25.0,28.0
16932,,Bachelor’s degree,2,Yes,Somewhat important,Very important,Every few months,Onboarding? What onboarding?,Sometimes: 1-2 days per month but less than weekly,MacOS,"1,000 to 4,999 employees","{'Linux', 'MacOS', 'Android', 'iOS', 'Docker', 'Windows'}",Computer science,40.0,18.0
16933,,Other doctoral degree,5,Not sure,Neutral,Very important,Once a year,Yes,Occasionally: 1-2 days per quarter but less than monthly,Windows,100 to 499 employees,{'Windows'},Natural science,43.0,30.0
16940,116333.0,Master’s degree,2,No,Extremely important,Fairly important,Once every few years,Onboarding? What onboarding?,Sometimes: 1-2 days per month but less than weekly,Windows,"10,000 or more employees","{'Microsoft Azure', 'Windows', 'Linux'}",Natural science,40.0,9.0
16952,29659.0,Bachelor’s degree,4,,,Somewhat important,Every few months,No,Often: 1-2 days per week or more,Windows,"Just me - I am a freelancer, sole proprietor, etc.",{'Windows'},Math or stats,80.0,7.0
16953,,Bachelor’s degree,4,No,Extremely important,Somewhat important,Every few months,Onboarding? What onboarding?,Often: 1-2 days per week or more,MacOS,"Just me - I am a freelancer, sole proprietor, etc.","{'Kubernetes', 'Google Cloud Platform', 'Heroku'}",,48.0,9.0
16956,50928.0,College study/no degree,5,No,Somewhat important,Fairly important,Once every few years,No,Sometimes: 1-2 days per month but less than weekly,Windows,2 to 9 employees,"{'Slack Apps and Integrations', 'Linux', 'Microsoft Azure', 'Raspberry Pi', 'Docker', 'Windows', 'Google Cloud Platform'}",Computer science,40.0,15.0
16963,25584.0,Master’s degree,4,Yes,Somewhat important,Very important,Once a year,No,Occasionally: 1-2 days per quarter but less than monthly,Windows,"1,000 to 4,999 employees",{},Social science,45.0,5.0
16966,49476.0,Bachelor’s degree,2,No,Extremely important,Very important,Every few months,No,Never,Linux-based,500 to 999 employees,"{'Docker', 'Windows', 'Linux'}",Computer science,35.0,32.0
16972,33600.0,Bachelor’s degree,4,Yes,Somewhat important,Fairly important,Once a year,Yes,Occasionally: 1-2 days per quarter but less than monthly,MacOS,"1,000 to 4,999 employees","{'MacOS', 'Slack Apps and Integrations', 'Linux', 'AWS'}",Computer science,40.0,9.0
16978,,Bachelor’s degree,5,Yes,Extremely important,Fairly important,Every few months,Onboarding? What onboarding?,Sometimes: 1-2 days per month but less than weekly,Windows,2 to 9 employees,"{'Docker', 'Kubernetes', 'Google Cloud Platform'}",Business,30.0,4.0
16991,160000.0,College study/no degree,5,No,Not very important,Not important,Once a year,No,Often: 1-2 days per week or more,MacOS,"5,000 to 9,999 employees","{'Linux', 'MacOS', 'iOS', 'Raspberry Pi', 'AWS', 'Docker', 'Windows'}",Computer science,50.0,12.0
17012,90758.0,Bachelor’s degree,5,Yes,Extremely important,Very important,Every few months,Onboarding? What onboarding?,Often: 1-2 days per week or more,Windows,"10,000 or more employees","{'Linux', 'AWS'}",Computer science,50.0,9.0
